QC,Study ID,Reference,Collector,coral,plant,algae,fish,inverts,mobile inverts,sessile inverts,marine mammals,phytoplankton,zooplankton,mesh size,mesh size units,Descriptor of Taxa Sampled,Sys,Lat,Long,Loc,Event,Event type,A priori,Year of Event,Notes,Vis,Trwl,Line,Drdg,Trp,Source,Site,n1,n2,sub1,sub2,I1,I2,ind1_error,ind1_error_type,ind2_error,ind2_error_type,P1,P2,SiSz,SiSz (units),PltSz,PltSz (units),T1,T1m,T2,T2m,SppR1,SppR1 Error,SppR1 Error Type,SppR2,SppR2 Error,SppR2 Error Type,Shan1,Shan1 Error,Shan1 Error Type,Shan2,Shan2 Error,Shan2 Error Type,Simps1,Simps1 Error,Simps1 Error Type,Simps2,Simps2 Error,Simps2 Error Type,Even1,Even1 Error,Even1 Error Type,Even2,Even2 Error,Even2 Error Type
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",No,NA,No,1988,These were reference sites far away from the sewage outfall,0,0,0,1,0,Figure 3,far,12,12,0,0,1315.718953,1286.319914,100.4732245,SE,74.42259549,SE,NA,NA,NA,NA,0.1,m^2,2001,NA,2002,NA,81.07595525,1.925521199,SE,80.41092847,1.25642294,SE,2.860240964,0.038554217,SE,3.110843373,0.086746988,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",No,NA,No,1988,These were reference sites far away from the sewage outfall,0,0,0,1,0,Figure 3,far,12,12,0,0,1286.319914,1141.580711,74.42259549,SE,18.60041698,SE,NA,NA,NA,NA,0.1,m^2,2002,NA,2003,NA,80.41092847,1.25642294,SE,74.15777286,1.883774238,SE,3.110843373,0.086746988,SE,3.173493976,0.180722892,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",No,NA,No,1988,These were reference sites far away from the sewage outfall,0,0,0,1,0,Figure 3,far,12,12,0,0,1141.580711,1495.440669,18.60041698,SE,182.3251044,SE,NA,NA,NA,NA,0.1,m^2,2003,NA,2004,NA,74.15777286,1.883774238,SE,76.06763895,0.941600396,SE,3.173493976,0.180722892,SE,2.689156627,0.057831325,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",No,NA,No,1988,These were reference sites far away from the sewage outfall,0,0,0,1,0,Figure 3,far,12,12,0,0,1495.440669,1640.924894,182.3251044,SE,215.8175744,SE,NA,NA,NA,NA,0.1,m^2,2004,NA,2005,NA,76.06763895,0.941600396,SE,78.18652656,1.047114691,SE,2.689156627,0.057831325,SE,3.180722892,0.144578313,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",No,NA,No,1988,These were reference sites far away from the sewage outfall,0,0,0,1,0,Figure 3,far,12,12,0,0,1640.924894,1388.27481,215.8175744,SE,141.3991645,SE,NA,NA,NA,NA,0.1,m^2,2005,NA,2006,NA,78.18652656,1.047114691,SE,66.49135648,1.046541244,SE,3.180722892,0.144578313,SE,2.706024096,0.098795181,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",No,NA,No,1988,These were reference sites far away from the sewage outfall,0,0,0,1,0,Figure 3,far,12,12,0,0,1388.27481,1124.461965,141.3991645,SE,115.352721,SE,NA,NA,NA,NA,0.1,m^2,2006,NA,2007,NA,66.49135648,1.046541244,SE,74.36650766,1.046541244,SE,2.706024096,0.098795181,SE,2.96626506,0.057831325,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",No,NA,No,1988,These were reference sites far away from the sewage outfall,0,0,0,1,0,Figure 3,far,12,12,0,0,1124.461965,1303.43866,115.352721,SE,119.0736415,SE,NA,NA,NA,NA,0.1,m^2,2007,NA,2008,NA,74.36650766,1.046541244,SE,73.24111742,1.67446599,SE,2.96626506,0.057831325,SE,3.03373494,0.03373494,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",No,NA,No,1988,These were reference sites far away from the sewage outfall,0,0,0,1,0,Figure 3,far,12,12,0,0,1303.43866,1277.764727,119.0736415,SE,230.7012564,SE,NA,NA,NA,NA,0.1,m^2,2008,NA,2009,NA,73.24111742,1.67446599,SE,75.4652326,2.093082487,SE,3.03373494,0.03373494,SE,3.122891566,0.074698795,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",No,NA,No,1988,These were reference sites far away from the sewage outfall,0,0,0,1,0,Figure 3,far,12,12,0,0,1277.764727,1170.230543,230.7012564,SE,104.1899595,SE,NA,NA,NA,NA,0.1,m^2,2009,NA,2010,NA,75.4652326,2.093082487,SE,69.73506089,1.569525142,SE,3.122891566,0.074698795,SE,2.807228916,0.03373494,SE,,,,,,,,,,,,
,144,Burd et al 2012,JD,0,0,0,0,1,1,1,0,0,0,NA,NA,benthic infaunal invertebrates,subtidal mudflat,NA,NA,"Vancouver, BC, Canada",No,NA,No,1988,These were reference sites far away from the sewage outfall,0,0,0,1,0,Figure 3,far,12,12,0,0,1170.230543,1650.605984,104.1899595,SE,148.8326344,SE,NA,NA,NA,NA,0.1,m^2,2010,NA,2011,NA,69.73506089,1.569525142,SE,80.22627845,2.511412261,SE,2.807228916,0.03373494,SE,2.681927711,0.043373494,SE,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,240,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.2/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 bongo net summer,7,6,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,1.9468,m^3,1969,July,1970,July,7.89,,,7.89,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,240,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.2/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 bongo net summer,6,8,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,1.9468,m^3,1970,July,1971,July,7.89,,,7.1,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,240,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.2/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 bongo net summer,8,4,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,1.9468,m^3,1971,July,1972,July,7.1,,,6,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,240,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.2/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 bongo net summer,4,7,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,1.9468,m^3,1972,July,1973,July,6,,,5.5,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,240,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.2/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 bongo net summer,7,4,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,1.9468,m^3,1973,July,1977,July,5.5,,,12,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,240,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.2/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 bongo net summer,4,3,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,1.9468,m^3,1977,July,1978,July,12,,,8.75,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,240,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.2/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 bongo net summer,3,7,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,1.9468,m^3,1978,July,1983,July,8.75,,,16,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,240,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.2/2)^2)*62 (depth was 62 m to surface). Sampling Oct - April, therefore January used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 bongo net winter,7,6,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,1.9468,m^3,1969,January,1970,January,9,,,7.7,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,240,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.2/2)^2)*62 (depth was 62 m to surface). Sampling Oct - April, therefore January used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 bongo net winter,6,8,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,1.9468,m^3,1970,January,1971,January,7.7,,,9.8,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.2/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 75cm net summer,5,4,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,27.376875,m^3,1990,July,1991,July,6.8,,,8,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.75/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 75cm net summer,4,5,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,27.376875,m^3,1991,July,1992,July,8,,,8.67,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.75/2)^2)*62 (depth was 62 m to surface). Sampling Oct - April, therefore January used as mont",0,1,0,0,0,"Figure 3, Table 2",NH 05 75cm net winter,3,2,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,27.376875,m^3,1991,January,1992,January,8.5,,,11,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net summer,8,11,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,1996,July,1997,July,10.63,,,9.87,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net summer,11,9,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,1997,July,1998,July,9.87,,,14.97,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net summer,9,10,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,1998,July,1999,July,14.97,,,7.02,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net summer,10,9,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,1999,July,2000,July,7.02,,,6.45,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net summer,9,8,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,2000,July,2001,July,6.45,,,9.07,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net summer,8,11,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,2001,July,2002,July,9.07,,,8.76,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net summer,11,10,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,2002,July,2003,July,8.76,,,11,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net summer,10,8,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,2003,July,2004,July,11,,,10.05,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net summer,8,8,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,2004,July,2005,July,10.05,,,14.5,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net summer,8,11,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,2005,July,2006,July,14.5,,,13.15,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net summer,11,8,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,2006,July,2007,July,13.15,,,9.4,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling May - Sept therefore July used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net summer,8,8,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,2007,July,2008,July,9.4,,,8.94,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling Oct - April therefore January used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net winter,16,9,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,1997,January,1998,January,12.5,,,14.29,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling Oct - April therefore January used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net winter,9,8,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,1998,January,1999,January,14.29,,,12.22,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling Oct - April therefore January used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net winter,8,11,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,1999,January,2000,January,12.22,,,9.81,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling Oct - April therefore January used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net winter,11,12,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,2000,January,2001,January,9.81,,,11.62,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling Oct - April therefore January used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net winter,12,10,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,2001,January,2002,January,11.62,,,12.83,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling Oct - April therefore January used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net winter,10,8,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,2002,January,2003,January,12.83,,,14.98,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling Oct - April therefore January used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net winter,8,11,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,2003,January,2004,January,14.98,,,14.06,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling Oct - April therefore January used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net winter,11,6,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,2004,January,2005,January,14.06,,,14.64,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling Oct - April therefore January used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net winter,6,11,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,2005,January,2006,January,14.64,,,13.89,,,,,,,,,,,,,,,,,,,,
,337,Peterson 2009,JD,0,0,0,0,0,0,0,0,0,1,333,µm,zooplankton,pelagic,NA,NA,"Newport, Oregon",No,NA,No,NA,"Number of replicates from counting points per year from Figure 3. Gear changed, so each sampling methodology is included as it's own ""site"". Number of individuals counted between 200 - 400, used mean = 300 Plot size = 3.14 * ((0.5/2)^2)*62 (depth was 62 m to surface). Sampling Oct - April therefore January used as month",0,1,0,0,0,"Figure 3, Table 2",NH 05 50cm net winter,11,13,0,0,300,300,NA,NA,NA,NA,NA,NA,NA,NA,12.1675,m^3,2006,January,2007,January,13.89,,,12.21,,,,,,,,,,,,,,,,,,,,
