"CitationID","StudyID","Site","Latitude","Longitude","DepthElevation","Day","Month","Year","Genus","Species","GenusSpecies","Taxa","Organism","ObsEventID","ObsID","RepeatType","Treatment","ScaleValue","ScaleUnits","Driver","BioType","ValueType","Value","SamplingCount"
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,1,2003,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_1_2003","130_Drdg_-23.76308301_-70.48490204_NA_1_2003_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.182058,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,1,2004,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_1_2004","130_Drdg_-23.76308301_-70.48490204_NA_1_2004_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.039229,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,1,2005,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_1_2005","130_Drdg_-23.76308301_-70.48490204_NA_1_2005_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.138424,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,1,2006,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_1_2006","130_Drdg_-23.76308301_-70.48490204_NA_1_2006_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.569564,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,6,1993,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_6_1993","130_Drdg_-23.74609073_-70.47276815_NA_6_1993_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.870234,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,6,1994,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_6_1994","130_Drdg_-23.74609073_-70.47276815_NA_6_1994_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.387907,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,6,1995,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_6_1995","130_Drdg_-23.74609073_-70.47276815_NA_6_1995_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.446576,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,6,1996,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_6_1996","130_Drdg_-23.74609073_-70.47276815_NA_6_1996_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.180851,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,6,1997,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_6_1997","130_Drdg_-23.74609073_-70.47276815_NA_6_1997_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.122276,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,6,1998,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_6_1998","130_Drdg_-23.74609073_-70.47276815_NA_6_1998_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.140148,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,6,1999,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_6_1999","130_Drdg_-23.74609073_-70.47276815_NA_6_1999_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.854409,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,6,2000,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_6_2000","130_Drdg_-23.74609073_-70.47276815_NA_6_2000_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.827601,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,6,2001,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_6_2001","130_Drdg_-23.74609073_-70.47276815_NA_6_2001_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.586166,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,6,2002,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_6_2002","130_Drdg_-23.74609073_-70.47276815_NA_6_2002_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.968281,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,6,2003,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_6_2003","130_Drdg_-23.74609073_-70.47276815_NA_6_2003_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.44197,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,6,2004,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_6_2004","130_Drdg_-23.74609073_-70.47276815_NA_6_2004_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.627882,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,6,2005,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_6_2005","130_Drdg_-23.74609073_-70.47276815_NA_6_2005_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.87514,1
"Pacheco et al 2012","130_Drdg","B1",-23.74609073,-70.47276815,NA,NA,6,2006,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.74609073_-70.47276815_NA_6_2006","130_Drdg_-23.74609073_-70.47276815_NA_6_2006_B1","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.606817,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,6,1993,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_6_1993","130_Drdg_-23.7484845_-70.47622003_NA_6_1993_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.136664,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,6,1994,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_6_1994","130_Drdg_-23.7484845_-70.47622003_NA_6_1994_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.407858,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,6,1995,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_6_1995","130_Drdg_-23.7484845_-70.47622003_NA_6_1995_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.811245,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,6,1996,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_6_1996","130_Drdg_-23.7484845_-70.47622003_NA_6_1996_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.873724,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,6,1997,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_6_1997","130_Drdg_-23.7484845_-70.47622003_NA_6_1997_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.682557,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,6,1998,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_6_1998","130_Drdg_-23.7484845_-70.47622003_NA_6_1998_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.136465,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,6,1999,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_6_1999","130_Drdg_-23.7484845_-70.47622003_NA_6_1999_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.692376,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,6,2000,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_6_2000","130_Drdg_-23.7484845_-70.47622003_NA_6_2000_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.613859,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,6,2001,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_6_2001","130_Drdg_-23.7484845_-70.47622003_NA_6_2001_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.97493,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,6,2002,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_6_2002","130_Drdg_-23.7484845_-70.47622003_NA_6_2002_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.788251,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,6,2003,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_6_2003","130_Drdg_-23.7484845_-70.47622003_NA_6_2003_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.615122,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,6,2004,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_6_2004","130_Drdg_-23.7484845_-70.47622003_NA_6_2004_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.821233,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,6,2005,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_6_2005","130_Drdg_-23.7484845_-70.47622003_NA_6_2005_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.598628,1
"Pacheco et al 2012","130_Drdg","B3",-23.7484845,-70.47622003,NA,NA,6,2006,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.7484845_-70.47622003_NA_6_2006","130_Drdg_-23.7484845_-70.47622003_NA_6_2006_B3","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.511413,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,6,1993,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_6_1993","130_Drdg_-23.75117999_-70.47956731_NA_6_1993_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.904182,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,6,1994,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_6_1994","130_Drdg_-23.75117999_-70.47956731_NA_6_1994_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.895286,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,6,1995,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_6_1995","130_Drdg_-23.75117999_-70.47956731_NA_6_1995_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.522374,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,6,1996,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_6_1996","130_Drdg_-23.75117999_-70.47956731_NA_6_1996_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.73588,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,6,1997,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_6_1997","130_Drdg_-23.75117999_-70.47956731_NA_6_1997_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.546787,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,6,1998,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_6_1998","130_Drdg_-23.75117999_-70.47956731_NA_6_1998_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.801339,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,6,1999,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_6_1999","130_Drdg_-23.75117999_-70.47956731_NA_6_1999_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.272366,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,6,2000,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_6_2000","130_Drdg_-23.75117999_-70.47956731_NA_6_2000_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.95626,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,6,2001,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_6_2001","130_Drdg_-23.75117999_-70.47956731_NA_6_2001_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.458707,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,6,2002,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_6_2002","130_Drdg_-23.75117999_-70.47956731_NA_6_2002_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.088004,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,6,2003,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_6_2003","130_Drdg_-23.75117999_-70.47956731_NA_6_2003_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.555808,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,6,2004,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_6_2004","130_Drdg_-23.75117999_-70.47956731_NA_6_2004_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.707621,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,6,2005,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_6_2005","130_Drdg_-23.75117999_-70.47956731_NA_6_2005_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.641428,1
"Pacheco et al 2012","130_Drdg","B5",-23.75117999,-70.47956731,NA,NA,6,2006,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.75117999_-70.47956731_NA_6_2006","130_Drdg_-23.75117999_-70.47956731_NA_6_2006_B5","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.495802,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,6,1993,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_6_1993","130_Drdg_-23.76308301_-70.48490204_NA_6_1993_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.6623398,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,6,1994,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_6_1994","130_Drdg_-23.76308301_-70.48490204_NA_6_1994_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.8035387,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,6,1995,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_6_1995","130_Drdg_-23.76308301_-70.48490204_NA_6_1995_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.3467231,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,6,1996,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_6_1996","130_Drdg_-23.76308301_-70.48490204_NA_6_1996_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.1534493,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,6,1997,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_6_1997","130_Drdg_-23.76308301_-70.48490204_NA_6_1997_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.2704988,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,6,1998,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_6_1998","130_Drdg_-23.76308301_-70.48490204_NA_6_1998_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",0.7152966,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,6,1999,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_6_1999","130_Drdg_-23.76308301_-70.48490204_NA_6_1999_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.0123968,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,6,2000,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_6_2000","130_Drdg_-23.76308301_-70.48490204_NA_6_2000_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.2547104,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,6,2001,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_6_2001","130_Drdg_-23.76308301_-70.48490204_NA_6_2001_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.154336,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,6,2002,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_6_2002","130_Drdg_-23.76308301_-70.48490204_NA_6_2002_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",2.2454481,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,6,2003,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_6_2003","130_Drdg_-23.76308301_-70.48490204_NA_6_2003_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.8177091,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,6,2004,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_6_2004","130_Drdg_-23.76308301_-70.48490204_NA_6_2004_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.9973068,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,6,2005,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_6_2005","130_Drdg_-23.76308301_-70.48490204_NA_6_2005_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",1.3678555,1
"Pacheco et al 2012","130_Drdg","B6",-23.76308301,-70.48490204,NA,NA,6,2006,NA,NA,NA,"Mixed","benthic infaunal invertebrates","130_Drdg_-23.76308301_-70.48490204_NA_6_2006","130_Drdg_-23.76308301_-70.48490204_NA_6_2006_B6","semi-permanent","control",0.1,"m^2",NA,"marine","shannon",0.8143751,1
"Chaudhuri et al. 2013","55_Trwl","High tide pre-monsoon",22.23393061,88.64124816,NA,NA,2,2009,NA,NA,NA,"fish","estuarine fishes","55_Trwl_22.23393061_88.64124816_NA_2_2009","55_Trwl_22.23393061_88.64124816_NA_2_2009_High tide pre-monsoon","semi-permanent","control",20,"m",NA,"marine","shannon",2.0038775,12
"Chaudhuri et al. 2013","55_Trwl","High tide pre-monsoon",22.23393061,88.64124816,NA,NA,2,2010,NA,NA,NA,"fish","estuarine fishes","55_Trwl_22.23393061_88.64124816_NA_2_2010","55_Trwl_22.23393061_88.64124816_NA_2_2010_High tide pre-monsoon","semi-permanent","control",20,"m",NA,"marine","shannon",2.1909508,12
"Chaudhuri et al. 2013","55_Trwl","High tide monsoon",22.23393061,88.64124816,NA,NA,1,2009,NA,NA,NA,"fish","estuarine fishes","55_Trwl_22.23393061_88.64124816_NA_1_2009","55_Trwl_22.23393061_88.64124816_NA_1_2009_High tide monsoon","semi-permanent","control",20,"m",NA,"marine","shannon",1.9446063,12
"Chaudhuri et al. 2013","55_Trwl","High tide monsoon",22.23393061,88.64124816,NA,NA,1,2010,NA,NA,NA,"fish","estuarine fishes","55_Trwl_22.23393061_88.64124816_NA_1_2010","55_Trwl_22.23393061_88.64124816_NA_1_2010_High tide monsoon","semi-permanent","control",20,"m",NA,"marine","shannon",2.197459,12
"Chaudhuri et al. 2013","55_Trwl","High tide post monsoon",22.23393061,88.64124816,NA,NA,10,2008,NA,NA,NA,"fish","estuarine fishes","55_Trwl_22.23393061_88.64124816_NA_10_2008","55_Trwl_22.23393061_88.64124816_NA_10_2008_High tide post monsoon","semi-permanent","control",20,"m",NA,"marine","shannon",2.4187725,12
"Chaudhuri et al. 2013","55_Trwl","High tide post monsoon",22.23393061,88.64124816,NA,NA,10,2009,NA,NA,NA,"fish","estuarine fishes","55_Trwl_22.23393061_88.64124816_NA_10_2009","55_Trwl_22.23393061_88.64124816_NA_10_2009_High tide post monsoon","semi-permanent","control",20,"m",NA,"marine","shannon",2.4933361,12
"Chaudhuri et al. 2013","55_Trwl","Low tide pre-monsoon",22.23393061,88.64124816,NA,NA,2,2009,NA,NA,NA,"fish","estuarine fishes","55_Trwl_22.23393061_88.64124816_NA_2_2009","55_Trwl_22.23393061_88.64124816_NA_2_2009_Low tide pre-monsoon","semi-permanent","control",20,"m",NA,"marine","shannon",0.8498337,12
"Chaudhuri et al. 2013","55_Trwl","Low tide pre-monsoon",22.23393061,88.64124816,NA,NA,2,2010,NA,NA,NA,"fish","estuarine fishes","55_Trwl_22.23393061_88.64124816_NA_2_2010","55_Trwl_22.23393061_88.64124816_NA_2_2010_Low tide pre-monsoon","semi-permanent","control",20,"m",NA,"marine","shannon",0.4712899,12
"Chaudhuri et al. 2013","55_Trwl","Low tide monsoon",22.23393061,88.64124816,NA,NA,1,2009,NA,NA,NA,"fish","estuarine fishes","55_Trwl_22.23393061_88.64124816_NA_1_2009","55_Trwl_22.23393061_88.64124816_NA_1_2009_Low tide monsoon","semi-permanent","control",20,"m",NA,"marine","shannon",1.3737414,12
"Chaudhuri et al. 2013","55_Trwl","Low tide monsoon",22.23393061,88.64124816,NA,NA,1,2010,NA,NA,NA,"fish","estuarine fishes","55_Trwl_22.23393061_88.64124816_NA_1_2010","55_Trwl_22.23393061_88.64124816_NA_1_2010_Low tide monsoon","semi-permanent","control",20,"m",NA,"marine","shannon",1.1297753,12
"Chaudhuri et al. 2013","55_Trwl","Low tide post monsoon",22.23393061,88.64124816,NA,NA,10,2008,NA,NA,NA,"fish","estuarine fishes","55_Trwl_22.23393061_88.64124816_NA_10_2008","55_Trwl_22.23393061_88.64124816_NA_10_2008_Low tide post monsoon","semi-permanent","control",20,"m",NA,"marine","shannon",1.1129073,12
"Chaudhuri et al. 2013","55_Trwl","Low tide post monsoon",22.23393061,88.64124816,NA,NA,10,2009,NA,NA,NA,"fish","estuarine fishes","55_Trwl_22.23393061_88.64124816_NA_10_2009","55_Trwl_22.23393061_88.64124816_NA_10_2009_Low tide post monsoon","semi-permanent","control",20,"m",NA,"marine","shannon",0.9061662,12
